Months_As_Customer,Age,Policy_Number,Policy_Bind_Date,Policy_State,Policy_Csl,Policy_Deductable,Income,Policy_Annual_Premium,Insured_Zip,Insured_Sex,Insured_Education_Level,Insured_Occupation,Insured_Hobbies,Insured_Relationship,Incident_Date,Incident_Type,Collision_Type,Incident_Severity,Incident_State,Incident_City,Bodily_Injuries,Witnesses,Total_Claim_Amount,Injury_Claim,Vehicle_Claim,Auto_Make,Auto_Model,CAR_USE,URBANICITY,Auto_Year
334,46,555374,05-01-2013,IL,100/300,1000,155647,876.88,454434,MALE,MD,sales,reading,other-relative,03-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,2,1,57330,12740,38220,Jeep,Grand Cherokee,Private,Rural,1998
12,24,491484,18-11-1994,IL,500/1000,1000,166547,1143.95,464353,FEMALE,PhD,tech-support,paintball,other-relative,04-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Riverwood,2,1,53370,5930,41510,Nissan,Ultima,Private,Urban,2011
86,29,925128,30-08-2014,IL,100/300,2000,160000,1409.06,610302,MALE,High School,prof-specialty,yachting,husband,30-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,2,2,62920,9680,38720,Accura,MDX,Private,Rural,2005
83,24,265093,01-01-2006,IN,500/1000,1000,17532,1070.63,462106,FEMALE,High School,machine-op-inspct,board-games,unmarried,20-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Arlington,0,1,61600,6160,43120,Honda,CRV,Commercial,Rural,2003
126,30,267808,10-09-1998,IL,500/1000,2000,13490,916.13,431389,MALE,College,sales,golf,unmarried,07-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Northbend,2,0,74160,6180,55620,Mercedes,E400,Commercial,Urban,2002
209,38,116735,28-01-2010,OH,250/500,500,37614,1191.5,442866,MALE,High School,priv-house-serv,reading,husband,31-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Arlington,2,0,80100,8900,62300,Audi,A3,Commercial,Rural,2015
283,48,963680,04-01-2003,OH,500/1000,1000,0,1474.66,446755,FEMALE,JD,sales,paintball,husband,17-02-2015,Parked Car,Others,Trivial Damage,NY,Hillsdale,2,3,6560,820,4920,Volkswagen,Jetta,Private,Urban,2003
194,34,445694,24-05-2004,IL,250/500,1000,0,1193.45,464743,MALE,JD,other-service,hiking,not-in-family,24-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Northbend,2,1,58800,11760,41160,Nissan,Pathfinder,Private,Urban,1997
184,38,215534,12-09-1994,IL,250/500,1000,89085,1437.53,437889,FEMALE,College,transport-moving,chess,not-in-family,02-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,PA,Northbrook,0,2,53730,11940,35820,Dodge,RAM,Private,Urban,2013
479,60,232854,07-07-1997,IL,100/300,2000,0,1304.83,473638,FEMALE,College,other-service,cross-fit,husband,09-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Arlington,0,0,60600,5050,45450,Honda,Civic,Commercial,Urban,2001
284,48,168260,01-03-1991,OH,250/500,1000,6719,1168.8,444232,FEMALE,JD,tech-support,movies,other-relative,28-02-2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Northbrook,0,3,35750,6500,26000,Mercedes,E400,Private,Urban,2001
65,27,538955,29-09-2001,IN,100/300,1000,22780,1164.97,477695,FEMALE,College,adm-clerical,exercise,wife,17-01-2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Arlington,1,2,42840,3570,32130,Chevrolet,Silverado,Private,Urban,2004
222,39,243226,10-01-2012,IL,250/500,1000,56253,1232.72,458237,MALE,High School,armed-forces,hiking,own-child,09-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Springfield,1,0,87960,14660,58640,Jeep,Wrangler,Commercial,Urban,1999
196,41,246435,05-07-2001,IL,250/500,2000,58248,1800.76,441499,MALE,JD,protective-serv,camping,other-relative,14-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Hillsdale,1,0,47800,4780,38240,Jeep,Grand Cherokee,Private,Urban,2009
253,43,582480,07-08-1991,IL,500/1000,500,58248,1187.01,613436,FEMALE,Associate,tech-support,exercise,unmarried,02-02-2015,Vehicle Theft,Others,Trivial Damage,NY,Northbrook,0,1,3840,640,2560,Chevrolet,Tahoe,Private,Urban,2014
280,43,345539,24-07-2012,IN,100/300,1000,36720,1559.34,448912,MALE,JD,transport-moving,hiking,own-child,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Riverwood,0,2,77000,14000,56000,Accura,RSX,Commercial,Rural,2004
5,26,924318,27-07-2014,IL,250/500,2000,0,1137.02,468872,FEMALE,PhD,farming-fishing,skydiving,not-in-family,25-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Springfield,1,3,88110,16020,56070,Audi,A5,Private,Urban,2003
220,42,726880,08-08-1994,IN,100/300,1000,0,1281.72,619811,MALE,College,farming-fishing,hiking,other-relative,13-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbend,0,2,47740,4340,39060,Honda,Civic,Commercial,Urban,2005
85,30,190588,09-12-2001,OH,100/300,1000,106614,796.35,614166,FEMALE,MD,craft-repair,video-games,own-child,20-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Northbend,2,1,58960,5360,42880,Ford,F150,Commercial,Urban,2004
266,46,246705,14-03-1990,OH,250/500,500,62412,1270.02,456600,FEMALE,Associate,tech-support,skydiving,own-child,08-01-2015,Parked Car,Others,Minor Damage,NC,Northbrook,1,2,2160,480,1440,Toyota,Corolla,Private,Urban,2004
41,26,619589,28-03-2006,IL,100/300,1000,90392,1383.13,618405,FEMALE,JD,prof-specialty,exercise,own-child,28-02-2015,Vehicle Theft,Others,Trivial Damage,SC,Riverwood,1,1,6890,530,5300,Jeep,Grand Cherokee,Private,Urban,1997
316,45,164988,23-12-2013,IL,100/300,2000,35053,1290.74,430832,FEMALE,High School,prof-specialty,kayaking,husband,12-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Springfield,2,0,78870,7170,57360,Suburu,Legacy,Commercial,Urban,2013
285,47,729534,30-09-1991,IN,100/300,1000,47623,1216.68,610989,FEMALE,Masters,sales,basketball,other-relative,06-01-2015,Vehicle Theft,Others,Trivial Damage,SC,Columbus,1,1,2700,300,2100,Ford,F150,Commercial,Urban,2013
379,54,505014,27-12-2001,IL,100/300,500,11425,1251.16,447750,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,15-02-2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Riverwood,0,1,75960,6330,63300,Jeep,Grand Cherokee,Private,Urban,2010
15,34,920826,07-04-2005,IN,250/500,2000,3594,1586.41,608708,FEMALE,High School,sales,video-games,other-relative,20-01-2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Northbrook,1,3,75570,6870,54960,BMW,X5,Commercial,Urban,2010
354,48,534982,08-04-2003,IL,500/1000,2000,20555,1526.11,469650,FEMALE,Masters,sales,exercise,unmarried,03-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Columbus,2,3,90240,15040,60160,Chevrolet,Malibu,Private,Urban,1995
342,53,110408,14-11-2005,IN,100/300,1000,30348,1028.44,602304,FEMALE,College,prof-specialty,dancing,not-in-family,26-01-2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Springfield,0,0,80960,14720,58880,Accura,MDX,Private,Urban,2000
169,38,283052,07-01-2005,IL,100/300,1000,99412,1555.94,459878,MALE,PhD,craft-repair,skydiving,own-child,25-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,1,3,79080,6590,59310,Mercedes,C300,Private,Urban,2012
339,49,840806,14-02-1994,IN,500/1000,2000,6249,1570.77,441142,MALE,JD,adm-clerical,paintball,not-in-family,18-01-2015,Vehicle Theft,Others,Minor Damage,SC,Columbus,0,3,6820,1240,4960,Mercedes,ML350,Commercial,Urban,2009
259,42,382394,23-01-1996,OH,100/300,2000,22988,1170.53,465667,FEMALE,PhD,armed-forces,sleeping,wife,12-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,1,2,62590,5690,45520,Nissan,Pathfinder,Private,Urban,2006
65,23,876699,12-12-1999,OH,250/500,1000,17398,1099.95,473109,FEMALE,College,sales,dancing,wife,15-01-2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Arlington,1,0,52400,6550,39300,Accura,MDX,Private,Rural,2005
254,46,871432,15-07-2004,IL,250/500,2000,54009,1472.43,619794,MALE,MD,tech-support,basketball,husband,10-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Arlington,1,3,63580,5780,46240,Volkswagen,Jetta,Commercial,Rural,2004
440,55,379882,07-11-2012,IL,250/500,500,64365,1275.62,602258,FEMALE,Associate,priv-house-serv,reading,other-relative,23-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,2,1,61400,6140,49120,Nissan,Ultima,Commercial,Urban,1995
478,63,852002,29-06-2009,IL,250/500,1000,64365,1292.3,479724,MALE,High School,adm-clerical,paintball,own-child,21-02-2015,Parked Car,Others,Minor Damage,VA,Northbend,1,3,4700,940,3290,Dodge,Neon,Private,Urban,2007
230,44,372891,26-06-2000,IN,250/500,2000,18903,1009.37,442210,FEMALE,College,prof-specialty,hiking,other-relative,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,0,2,74140,13480,47180,BMW,X5,Private,Urban,2015
138,30,689034,09-01-2002,OH,500/1000,500,53633,1093.07,463291,FEMALE,PhD,other-service,reading,wife,06-01-2015,Single Vehicle Collision,Front Collision,Major Damage,VA,Hillsdale,2,2,83160,6930,62370,Volkswagen,Jetta,Private,Urban,2011
239,41,743092,11-11-2013,OH,250/500,1000,18903,1325.44,474898,FEMALE,JD,farming-fishing,paintball,other-relative,18-02-2015,Parked Car,Others,Trivial Damage,NC,Arlington,0,2,10790,1660,8300,Mercedes,E400,Private,Urban,2013
93,31,599174,14-01-2008,IL,100/300,2000,115308,1017.18,431354,FEMALE,MD,prof-specialty,paintball,husband,17-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Arlington,1,3,48070,8740,30590,Saab,92x,Commercial,Urban,2014
37,25,421092,04-03-2003,OH,100/300,1000,93703,1221.17,617460,FEMALE,Masters,protective-serv,golf,not-in-family,24-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,0,0,51030,5670,34020,Suburu,Impreza,Commercial,Rural,1996
254,40,349658,07-06-1994,IN,100/300,500,89640,1927.87,609317,MALE,MD,prof-specialty,yachting,husband,21-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Arlington,0,1,43280,0,37870,Honda,Civic,Commercial,Urban,1996
131,29,811042,04-07-2013,IN,250/500,1000,39489,978.27,479821,FEMALE,Associate,sales,paintball,own-child,03-02-2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Hillsdale,1,3,76400,15280,53480,Suburu,Forrestor,Private,Rural,2003
230,43,505316,30-06-2002,IN,100/300,2000,112632,1221.14,473394,MALE,MD,prof-specialty,board-games,wife,07-01-2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,0,2,75460,13720,48020,Audi,A5,Private,Rural,2002
313,50,116645,30-06-2004,OH,100/300,2000,0,1255.62,603882,MALE,MD,armed-forces,polo,unmarried,02-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,OH,Northbrook,2,1,69000,13800,48300,Ford,F150,Commercial,Urban,1995
210,38,950880,19-12-1998,IN,250/500,500,30653,999.52,615229,MALE,JD,tech-support,golf,other-relative,13-01-2015,Vehicle Theft,Others,Minor Damage,VA,Springfield,1,2,8640,1440,6480,Accura,TL,Private,Urban,2008
101,29,788502,31-08-2014,OH,250/500,500,71763,1380.89,620197,MALE,PhD,armed-forces,dancing,own-child,28-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,2,1,67210,12220,42770,BMW,X6,Private,Urban,1996
153,37,627486,10-11-2005,IN,500/1000,500,29644,1010.77,438215,MALE,High School,transport-moving,basketball,unmarried,16-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,NC,Arlington,0,3,42500,4250,34000,Volkswagen,Jetta,Private,Urban,1999
337,53,498842,04-05-2000,OH,100/300,500,6393,1205.86,444583,MALE,Associate,armed-forces,basketball,wife,01-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,0,1,86400,14400,64800,Accura,RSX,Private,Urban,2001
360,51,550294,26-11-2001,IL,500/1000,1000,38940,1526.61,471866,MALE,Masters,handlers-cleaners,chess,not-in-family,30-01-2015,Vehicle Theft,Others,Minor Damage,SC,Hillsdale,2,2,4620,840,2940,Dodge,RAM,Private,Rural,2009
428,53,328387,06-05-2014,IL,100/300,1000,40851,1496.44,616884,FEMALE,High School,tech-support,camping,unmarried,16-02-2015,Parked Car,Others,Trivial Damage,NC,Springfield,2,2,6930,630,5040,Honda,CRV,Commercial,Rural,2013
204,40,540152,27-01-1991,IL,100/300,500,26520,1256.2,448310,FEMALE,JD,sales,hiking,not-in-family,07-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbend,1,2,41700,8340,25020,Saab,95,Commercial,Urban,2013
364,51,385932,28-04-1992,IL,100/300,500,23533,1268.35,478902,MALE,Masters,transport-moving,board-games,wife,10-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Northbrook,2,1,77330,14060,49210,Volkswagen,Jetta,Commercial,Rural,2014
185,35,618682,04-03-2000,IN,500/1000,2000,86264,1421.59,442695,MALE,College,other-service,sleeping,own-child,31-01-2015,Vehicle Theft,Others,Trivial Damage,WV,Arlington,2,3,4950,900,3600,Ford,F150,Private,Rural,2011
63,26,550930,12-10-1995,IL,500/1000,500,0,1500.04,613826,MALE,PhD,craft-repair,polo,own-child,13-02-2015,Vehicle Theft,Others,Minor Damage,NC,Northbrook,0,2,5160,860,3440,Accura,TL,Private,Urban,2004
210,35,998192,25-04-2014,IL,100/300,500,11878,1433.24,476203,FEMALE,College,exec-managerial,yachting,not-in-family,22-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,2,1,24570,2730,19110,Saab,95,Private,Urban,2006
194,38,663938,26-01-2011,IN,100/300,2000,0,1231.25,604333,FEMALE,PhD,craft-repair,movies,not-in-family,08-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Arlington,1,0,53680,4880,39040,Toyota,Camry,Commercial,Urban,2011
294,49,756870,26-01-1996,IN,500/1000,500,66592,1135.43,442604,MALE,Masters,farming-fishing,bungie-jumping,own-child,04-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,1,1,42900,3900,35100,Chevrolet,Malibu,Private,Rural,2010
272,41,337158,08-04-1991,OH,250/500,2000,90693,945.73,435663,MALE,MD,protective-serv,chess,wife,04-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Arlington,0,0,84100,16820,58870,Ford,Escape,Commercial,Rural,2009
27,27,919875,29-06-2002,IN,100/300,2000,106985,1118.76,470866,FEMALE,College,adm-clerical,dancing,own-child,26-02-2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbrook,1,3,61560,6840,47880,Ford,Fusion,Private,Urban,2008
251,39,315631,09-04-1999,IN,500/1000,2000,0,1231.98,612908,FEMALE,Associate,other-service,hiking,not-in-family,08-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,0,0,44240,5530,33180,Dodge,RAM,Private,Rural,1997
180,33,113464,19-04-2009,IN,500/1000,2000,0,1005.47,441871,FEMALE,JD,protective-serv,hiking,own-child,15-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,VA,Columbus,2,3,57700,11540,40390,Jeep,Grand Cherokee,Private,Rural,2002
392,50,556415,22-08-1991,OH,100/300,2000,26606,1108.97,431496,FEMALE,PhD,exec-managerial,exercise,not-in-family,14-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Springfield,2,2,108030,16620,74790,Saab,92x,Commercial,Urban,2002
143,30,250249,28-11-1991,IN,100/300,500,110404,1392.39,436499,FEMALE,High School,exec-managerial,dancing,unmarried,12-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,2,0,54300,10860,38010,Toyota,Highlander,Commercial,Rural,2010
371,54,403776,27-04-2012,IN,100/300,2000,654,1317.97,469853,MALE,High School,craft-repair,movies,wife,18-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Columbus,1,2,32280,5380,21520,Ford,Fusion,Private,Urban,2010
292,42,396002,04-03-2007,IN,250/500,1000,52714,1588.22,605369,MALE,JD,machine-op-inspct,camping,other-relative,15-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Riverwood,1,1,84600,16920,59220,Chevrolet,Malibu,Private,Urban,2007
165,35,976908,31-12-2012,IL,250/500,500,42492,900.02,448466,MALE,College,craft-repair,camping,own-child,24-02-2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Springfield,1,3,69700,6970,55760,BMW,3 Series,Private,Urban,2008
158,33,509489,21-12-2013,OH,100/300,1000,42456,1744.64,432786,MALE,JD,prof-specialty,movies,unmarried,07-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Springfield,0,1,36400,3640,25480,Volkswagen,Jetta,Commercial,Urban,1998
241,39,485295,28-04-2005,OH,250/500,1000,46948,1260.56,473591,FEMALE,JD,adm-clerical,paintball,own-child,22-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,0,2,37520,4690,28140,Jeep,Wrangler,Private,Urban,2010
103,33,361829,17-09-1994,OH,500/1000,2000,9684,1021.14,618418,FEMALE,Masters,other-service,paintball,wife,19-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,2,3,79090,14380,50330,Dodge,RAM,Private,Urban,2014
402,54,603632,16-08-2003,OH,250/500,2000,20277,1285.09,444558,MALE,JD,farming-fishing,board-games,not-in-family,28-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Springfield,0,2,67770,7530,45180,Mercedes,ML350,Private,Urban,2013
102,32,783494,02-09-2014,OH,100/300,500,0,1537.07,457733,MALE,JD,tech-support,chess,wife,04-02-2015,Single Vehicle Collision,Side Collision,Total Loss,OH,Northbend,1,0,47400,9480,33180,Chevrolet,Silverado,Private,Rural,2004
182,40,439049,12-12-2011,IN,100/300,1000,0,1022.42,466161,MALE,PhD,other-service,skydiving,husband,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbend,0,2,71100,7110,49770,Audi,A3,Private,Urban,2008
282,46,502634,17-08-1991,OH,100/300,2000,33768,1558.86,450800,MALE,MD,other-service,dancing,wife,17-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,2,2,69400,13880,48580,BMW,M5,Commercial,Urban,2012
222,39,378588,29-02-2004,OH,500/1000,500,51982,1757.87,458993,MALE,High School,transport-moving,board-games,not-in-family,17-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,2,1,55000,5000,40000,Saab,93,Private,Rural,1996
415,52,794731,22-02-2015,IN,250/500,1000,56782,973.5,468634,MALE,PhD,machine-op-inspct,polo,not-in-family,02-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Arlington,1,3,51090,7860,35370,Toyota,Highlander,Private,Urban,2003
51,34,641934,25-12-2013,OH,500/1000,500,65651,1430.8,461264,MALE,PhD,machine-op-inspct,camping,unmarried,12-02-2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,2,3,64200,6420,38520,Honda,Civic,Commercial,Urban,2007
255,45,113516,13-10-1990,IL,500/1000,500,83316,1192.27,600184,MALE,High School,sales,base-jumping,own-child,04-01-2015,Single Vehicle Collision,Front Collision,Total Loss,NC,Riverwood,2,0,67320,12240,42840,Ford,Fusion,Commercial,Urban,2006
143,31,425631,05-07-2014,IL,250/500,500,41196,1163.83,604874,MALE,Associate,protective-serv,movies,husband,21-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,NC,Arlington,2,0,76120,6920,55360,Audi,A5,Commercial,Urban,1999
130,28,542245,25-11-1991,OH,500/1000,1000,0,1003.15,462377,FEMALE,JD,farming-fishing,movies,other-relative,23-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Hillsdale,2,1,85020,13080,58860,Ford,Fusion,Commercial,Urban,2010
242,41,512894,02-10-1990,OH,250/500,2000,24965,1153.54,619657,MALE,Masters,protective-serv,polo,unmarried,12-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,0,1,68090,12380,43330,Toyota,Corolla,Commercial,Urban,2009
96,27,633090,17-02-2009,IL,100/300,1000,55504,1631.1,437323,FEMALE,High School,priv-house-serv,exercise,wife,23-01-2015,Parked Car,Others,Trivial Damage,WV,Arlington,1,2,6030,670,4690,Nissan,Pathfinder,Commercial,Urban,2007
180,35,464234,17-07-2005,IL,500/1000,1000,65048,1252.48,432148,MALE,MD,machine-op-inspct,yachting,wife,10-02-2015,Vehicle Theft,Others,Minor Damage,OH,Springfield,1,3,5100,1020,3570,Chevrolet,Malibu,Commercial,Urban,2000
150,30,290162,12-03-1994,IN,100/300,1000,22654,1677.26,439690,MALE,College,sales,yachting,own-child,10-01-2015,Vehicle Theft,Others,Trivial Damage,WV,Springfield,1,3,4590,510,3570,Volkswagen,Jetta,Private,Urban,2013
463,59,638155,03-08-1994,IL,250/500,1000,22654,979.73,601848,FEMALE,JD,exec-managerial,yachting,not-in-family,12-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Columbus,1,2,72400,7240,50680,Chevrolet,Tahoe,Private,Urban,1999
472,64,911429,25-08-2012,IN,250/500,500,41855,989.24,615821,MALE,Masters,other-service,skydiving,not-in-family,21-02-2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,2,3,70900,14180,49630,Mercedes,ML350,Private,Urban,2002
75,25,106186,02-12-2011,IL,500/1000,1000,26112,1389.86,472475,FEMALE,Associate,priv-house-serv,hiking,husband,18-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,2,3,65100,6510,52080,Saab,93,Private,Rural,2011
193,40,311783,25-02-2005,OH,100/300,500,80861,1233.85,457463,FEMALE,College,handlers-cleaners,chess,husband,28-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,PA,Hillsdale,2,1,64260,0,49980,Ford,Escape,Commercial,Rural,1999
43,43,528385,07-11-1997,IL,500/1000,500,17839,1320.39,604861,FEMALE,Associate,armed-forces,yachting,not-in-family,19-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,2,1,79970,7270,50890,Honda,CRV,Commercial,Rural,1996
253,41,228403,20-04-2004,IN,100/300,1000,27439,1435.09,471519,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,11-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Northbrook,2,0,56610,6290,44030,Chevrolet,Tahoe,Private,Urban,1995
152,30,209177,17-11-2009,IN,500/1000,500,33782,1448.54,618682,FEMALE,JD,craft-repair,polo,wife,11-02-2015,Single Vehicle Collision,Side Collision,Major Damage,VA,Northbrook,1,1,84590,7690,69210,Toyota,Highlander,Private,Urban,2000
160,38,497929,19-09-2009,OH,250/500,500,137663,1733.56,441425,MALE,High School,sales,sleeping,wife,09-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Hillsdale,2,1,66780,7420,44520,Mercedes,ML350,Private,Urban,1996
56,36,735844,08-11-2009,IN,100/300,500,33551,1533.07,609336,MALE,JD,farming-fishing,exercise,own-child,20-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,NC,Springfield,1,2,58500,0,52000,Ford,Escape,Private,Rural,2001
286,41,710741,12-09-2001,IL,100/300,500,69201,1106.77,603320,FEMALE,College,prof-specialty,golf,other-relative,26-02-2015,Parked Car,Others,Trivial Damage,WV,Columbus,2,0,5000,500,4000,Dodge,RAM,Commercial,Urban,2003
3,29,276804,27-11-1992,IL,100/300,500,17567,995.7,615446,FEMALE,JD,priv-house-serv,chess,unmarried,02-02-2015,Parked Car,Others,Trivial Damage,PA,Springfield,2,1,5000,500,3500,Mercedes,E400,Private,Urban,2008
286,41,507545,07-12-1998,IL,250/500,1000,14064,1298.85,435967,FEMALE,High School,sales,camping,other-relative,04-01-2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,1,3,54450,6050,36300,Saab,92x,Private,Urban,2007
239,38,485642,25-08-1990,OH,250/500,1000,44120,1276.73,610246,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,19-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Northbrook,1,3,61920,6880,48160,Saab,93,Commercial,Urban,2003
64,29,796375,22-10-2011,OH,250/500,2000,0,1202.28,479327,MALE,High School,exec-managerial,cross-fit,other-relative,12-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,VA,Hillsdale,1,2,43700,4370,34960,Nissan,Pathfinder,Private,Urban,2007
98,31,171183,01-02-1990,IN,100/300,500,0,671.92,468300,MALE,Masters,machine-op-inspct,bungie-jumping,wife,24-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,2,0,64080,7120,49840,Ford,Escape,Private,Urban,1997
16,35,110084,27-11-1990,IL,250/500,1000,82762,1358.03,612660,MALE,JD,sales,chess,own-child,17-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,2,1,55000,10000,35000,Volkswagen,Jetta,Private,Urban,2008
70,27,714784,16-07-2004,IN,250/500,1000,73727,1008.79,466691,FEMALE,Masters,adm-clerical,video-games,own-child,13-01-2015,Vehicle Theft,Others,Trivial Damage,WV,Columbus,2,3,4400,0,3850,Toyota,Camry,Commercial,Urban,2000
75,27,143924,10-12-1993,OH,100/300,1000,57017,1141.1,468515,MALE,JD,armed-forces,movies,other-relative,28-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,0,1,71640,5970,53730,Toyota,Highlander,Private,Urban,2008
246,44,996850,08-03-1995,OH,100/300,1000,40008,1397,614521,MALE,High School,machine-op-inspct,reading,not-in-family,03-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,1,0,61740,6860,48020,Accura,MDX,Commercial,Urban,1997
110,27,284834,03-08-2009,OH,500/1000,1000,40008,1664.66,465921,FEMALE,Associate,priv-house-serv,golf,own-child,05-02-2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Springfield,0,3,57500,5750,46000,Audi,A3,Private,Urban,2010
236,39,830878,03-11-1996,IN,250/500,1000,24323,1151.39,604555,FEMALE,Masters,exec-managerial,reading,wife,01-01-2015,Parked Car,Others,Minor Damage,NY,Springfield,0,0,8700,870,6090,Accura,RSX,Private,Urban,2003
267,46,270208,09-08-2004,OH,100/300,2000,39456,1546.01,616276,FEMALE,MD,adm-clerical,polo,wife,06-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,2,1,77100,15420,53970,Volkswagen,Jetta,Private,Urban,1996
463,57,407958,20-07-1991,IL,250/500,500,92817,1063.67,463356,MALE,Masters,priv-house-serv,dancing,wife,03-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,2,0,59400,6600,46200,Dodge,Neon,Private,Urban,1995
303,46,832300,14-01-2005,IN,100/300,1000,54909,709.14,450184,MALE,Masters,machine-op-inspct,kayaking,husband,12-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,1,0,54890,9980,39920,Toyota,Corolla,Private,Urban,2006
